entity_type,entity_id,change_type,metric_trigger,before_value,after_value,explanation
Template — Content,TPL-D0FA14D6,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 2: Accomplishment/Competition. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-54F71B34,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 2: Accomplishment/Reward. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-2DD86BD9,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 2: Accomplishment/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-5FF53817,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 2: Accomplishment/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-B04B9713,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 2: Accomplishment/Scarcity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7CB881E7,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 2: Accomplishment/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-3F328ACE,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 2: Accomplishment/Social Interaction. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-9CF6580F,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 2: Accomplishment/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-63CFC7FA,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 2: Accomplishment/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8F0895A1,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 2: Accomplishment/Scarcity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-187EBB9F,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 2: Accomplishment/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-1E09C2D6,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 2: Accomplishment/Sense of Accomplishment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8DD39F5A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 2: Accomplishment/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-80B9B151,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 2: Accomplishment/Gamification. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-CFBC04E5,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 2: Accomplishment/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-D0D65650,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 2: Accomplishment/Scarcity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BD88BE34,Promoted (Epsilon-Greedy Winner),"CTR=20.0%, Engagement=50.0%, Uninstall=0.2%",Selection weight: 1.0  |  Status: Active (standard pool),Selection weight: 100.0  |  Status: Dominant (repeated x100 in pool),Segment S5 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 2: Accomplishment/Curiosity | Best window: afternoon. Exceeded top-tier thresholds — scaled to guarantee this hook reaches the majority of the segment in Iteration 1.
Template — Content,TPL-91ACB69A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 2: Accomplishment/Social proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-322958C5,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 2: Accomplishment/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-AC851CF1,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 2: Accomplishment/Gamification. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C125D811,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 2: Accomplishment/Accountability. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BC026006,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 2: Accomplishment/Sense of Progress. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-430100A5,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 2: Accomplishment/Social proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-92D77748,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 2: Accomplishment/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-42D07542,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 2: Accomplishment/Gamification. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-FABDD59D,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 2: Accomplishment/Accountability. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8AB55230,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 2: Accomplishment/Scarcity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E25AB59A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 2: Accomplishment/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-A8B2CE7F,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 2: Accomplishment/Personalized Feedback. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-873B53DE,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 2: Accomplishment/Gamification. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-789A01E0,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 2: Accomplishment/Sense of Accomplishment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-1E8E7B57,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 2: Accomplishment/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C6A0C296,Kept — Neutral (Exploration),"CTR=11.0%, Engagement=25.0%, Uninstall=1.5%",Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 2: Accomplishment/Social Proof | Window: afternoon. Average performance — retained at baseline weight for continued exploration.
Template — Content,TPL-192F9A4D,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 2: Accomplishment/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C26701D3,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 2: Accomplishment/Scarcity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-B1BBCB4B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 2: Accomplishment/Tangible Reward. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-FE192BEB,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 2: Accomplishment/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-30A8386B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 2: Accomplishment/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-4E07B35A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 2: Accomplishment/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-A68F4CAE,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 2: Accomplishment/Scarcity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-6DBF6F79,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 2: Accomplishment/Gamification. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-1B99BA9F,Promoted (Epsilon-Greedy Winner),"CTR=20.0%, Engagement=45.0%, Uninstall=0.5%",Selection weight: 1.0  |  Status: Active (standard pool),Selection weight: 100.0  |  Status: Dominant (repeated x100 in pool),Segment S6 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 2: Accomplishment/Sense of Accomplishment | Best window: mid_morning. Exceeded top-tier thresholds — scaled to guarantee this hook reaches the majority of the segment in Iteration 1.
Template — Content,TPL-07038CC1,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 2: Accomplishment/Social proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-01873B8B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 2: Accomplishment/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-79A85B3E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 2: Accomplishment/Scarcity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-0C83C4D0,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 2: Accomplishment/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-5326595A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 2: Accomplishment/Reciprocity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8B9C1E33,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 6: Scarcity/Limited Time Offer. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-65DB8C9E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 6: Scarcity/Leaderboard Alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-D615E020,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 6: Scarcity/Exclusive Reward. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-4277CB51,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 6: Scarcity/Time's Running Out. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-2F17122A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 6: Scarcity/Challenge Accepted. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-FC33F670,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 6: Scarcity/Limited Time Offer. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-B3A82840,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 6: Scarcity/Leaderboard Alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-1A0CFB8E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 6: Scarcity/Exclusive Content. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-B287280A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 6: Scarcity/Time's Running Out. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-9A660F44,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 6: Scarcity/Challenge Accepted. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-4730B846,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 6: Scarcity/Limited Time Offer. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-358F39A1,Suppressed (Retired),"CTR=4.0%, Engagement=15.0%, Uninstall=3.0%",Selection weight: 1.0  |  Status: Active,Selection weight: 0.0  |  Status: Retired (removed from pool),Segment S7 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 6: Scarcity/You're on the Verge of Losing Your Habit | Window: mid_morning. Failed minimum engagement thresholds. Fully suppressed to prevent user fatigue and reduce churn risk.
Template — Content,TPL-3A8E2664,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 6: Scarcity/Exclusive Access to New Content. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-ADF4DFB9,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 6: Scarcity/Your Progress is at Risk. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-DEEE50E9,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 6: Scarcity/Last Chance to Earn Rewards. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C3E5556E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 6: Scarcity/Limited Time Offer. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-556A0DA7,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 6: Scarcity/Your Progress is at Risk. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E262DC20,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 6: Scarcity/Exclusive Reward. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-1214E333,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 6: Scarcity/Time's Running Out. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BA4D7FC9,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 6: Scarcity/Be the Best. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-46F022DB,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 8: Loss Avoidance/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E9667951,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 8: Loss Avoidance/Scarcity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-769E30EB,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 8: Loss Avoidance/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C0A30D2B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 8: Loss Avoidance/Loss Avoidance. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-AE0A8E7E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 8: Loss Avoidance/Social Interaction. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-CC7AD559,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 8: Loss Avoidance/FOMO. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8ACA5073,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 8: Loss Avoidance/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8C81E321,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 8: Loss Avoidance/Personalized. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F85FEDD6,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 8: Loss Avoidance/Reward. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-051C4ED2,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 8: Loss Avoidance/Accountability. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-30B01831,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 8: Loss Avoidance/FOMO. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-D6D24D28,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 8: Loss Avoidance/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-B83DE5A8,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 8: Loss Avoidance/Urgency. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-688852A6,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 8: Loss Avoidance/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BC0170C9,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 8: Loss Avoidance/Loss of Privileges. No experiment exposure yet — kept active for future A/B testing.
